Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date,original_lon,original_lat,mapping_distance_meters,mapped_to_sales_idx
Installation of chain link fence,Closed-CC Issued,0,ePlan,,-81.89566468942319,26.59308219961533,2023-09-01,-81.895526678193,26.592609121056,54.85833594989852,29585
Shingle re-roof,Closed-CC Issued,0,ePlan,,-81.94218909227463,26.49656106685537,2022-12-01,-81.941695069199,26.496549741789,55.00909720183017,13070
Tearoff Shingle and Shingle Reroof,Closed-CC Issued,0,ePlan,,-81.94218909227463,26.49656106685537,2023-01-01,-81.941695069199,26.496549741789,55.00909720183017,13070
TILE REROOF DUE TO HURRICANE IAN DAMAGES,Closed-CC Issued,0,ePlan,,-81.89163921502657,26.502665192459386,2023-02-01,-81.891928654769,26.503066987014,55.1246736002815,7741
Re-Roof on Flat Roof ( right side of house ),Closed-CC Issued,0,ePlan,,-81.89171532464077,26.589953812486577,2023-09-01,-81.892202039254,26.589861811753,55.140522241029124,30011
Replace outdated 3g cellular communicator with new 4g cellular communicator.,Closed-CC Issued,0,ePlan,,-81.92124248290361,26.53564062833632,2022-07-01,-81.921209330147,26.535146355213,55.146115223433824,16032
Wireless monitoring change without any new equipment. Taking over existing GSM.,Closed-CC Issued,0,ePlan,,-81.92124248290361,26.53564062833632,2023-03-01,-81.921209330147,26.535146355213,55.146115223433824,16032
Tile to tile reroof Building 10050,Closed-CC Issued,0,ePlan,,-81.92124248290361,26.53564062833632,2023-06-01,-81.921209330147,26.535146355213,55.146115223433824,16032
HVAC change out of Line Set,Closed-CC Issued,0,ePlan,,-81.92124248290361,26.53564062833632,2023-09-01,-81.921209330147,26.535146355213,55.146115223433824,16032
HVAC change out of line set,Closed-CC Issued,0,ePlan,,-81.92124248290361,26.53564062833632,2023-09-01,-81.921209330147,26.535146355213,55.146115223433824,16032
RENOVATION OF THE OUTPATIENT RADIOLOGY SUITE. THE PROJECT WILL BE DONE IN 3 PHASES.,Closed-CO Issued,1,ePlan,,-81.9057108579408,26.552043708551523,2023-07-01,-81.905294509606,26.551774220597,55.20952334809265,18527
"Vinyl lettering design for auto and trucks, hours by appointment",Closed-Cert of Use Issued,0,Paper Submittal,,-81.9430679864227,26.506428357789485,2023-08-01,-81.943539924684,26.506273399448,55.29566057027127,13152
Commercial property restoration from damage that was caused by hurricane Ian.,Inspections Ongoing,1,ePlan,,-81.94603116062498,26.49978830614028,2022-11-01,-81.945627132483,26.500077590107,55.31651459125116,11408
Commercial property restoration from damage that was caused by hurricane Ian.,Closed-Withdrawn,0,ePlan,,-81.94603116062498,26.49978830614028,2022-11-01,-81.945627132483,26.500077590107,55.31651459125116,11408
Commercial property restoration from damage that was caused by hurricane Ian.,Closed-Withdrawn,0,ePlan,,-81.94603116062498,26.49978830614028,2022-11-01,-81.945627132483,26.500077590107,55.31651459125116,11408
Commercial property restoration from damage that was caused by hurricane Ian.,Closed-Withdrawn,0,ePlan,,-81.94603116062498,26.49978830614028,2022-11-01,-81.945627132483,26.500077590107,55.31651459125116,11408
Commercial property restoration from damage that was caused by hurricane Ian.,Closed-Withdrawn,0,ePlan,,-81.94603116062498,26.49978830614028,2022-11-01,-81.945627132483,26.500077590107,55.31651459125116,11408
Commercial property restoration from damage that was caused by hurricane Ian.,Closed-Withdrawn,0,ePlan,,-81.94603116062498,26.49978830614028,2022-11-01,-81.945627132483,26.500077590107,55.31651459125116,11408
Replace split system,Closed-CC Issued,0,ePlan,,-81.94603116062498,26.49978830614028,2023-02-01,-81.945627132483,26.500077590107,55.31651459125116,11408
Remove and Replace Shingle Roof,Closed-CC Issued,0,ePlan,,-81.96714563048724,26.50906341187166,2023-03-01,-81.967047866836,26.508575634927,55.37921949414743,36662
Remove Existing Shingles and go back with New Shingles.,Closed-CC Issued,0,ePlan,,-81.91177722970242,26.564778582532306,2023-04-01,-81.91128517472,26.564852032986,55.38246355692462,21449
Interior Remodel of Male and Female Gang Bathrooms,Closed-CO Issued,0,ePlan,,-81.89827913334466,26.56507540070209,2022-07-01,-81.898625871254,26.565432498313,55.408503340797154,22625
Replace 2 split systems,Closed-CC Issued,0,ePlan,,-81.89827913334466,26.56507540070209,2022-08-01,-81.898625871254,26.565432498313,55.408503340797154,22625
Replace two 5 ton split systems,Closed-CC Issued,0,ePlan,,-81.89827913334466,26.56507540070209,2022-09-01,-81.898625871254,26.565432498313,55.408503340797154,22625
"Concrete Tile Re-Roof*Inspections Done By Private Provider â ECS Florida, LLC*",Closed-CC Issued,0,ePlan,,-81.9855114925127,26.50977118100018,2023-04-01,-81.985081750618,26.510022872728,55.43991068037893,37474
Description: -roofing -replacing sheet rock on 4 foot flood cuts -removing and replacing windows -removing and replacing doors -removing and replacing floors -Painting -gutters -replacing damaged soffit - -minor plumbing (detach and reset toilets) -rebuilding stage platform,Closed-CC Issued,0,ePlan,,-81.97465711236299,26.495993092985827,2023-03-01,-81.974311431413,26.495634457373,55.449744863745295,8659
Ground Sign Replacement,Closed-CC Issued,0,ePlan,,-81.97465711236299,26.495993092985827,2023-06-01,-81.974311431413,26.495634457373,55.449744863745295,8659
fire alarm repair due to hurricane,Closed-CC Issued,0,ePlan,,-81.97465711236299,26.495993092985827,2023-07-01,-81.974311431413,26.495634457373,55.449744863745295,8659
Tear out drywall damaged due to hurricane Ian and replace with new.,Closed-CC Issued,0,ePlan,,-81.91773776634572,26.55764670860578,2023-01-01,-81.9175381948,26.557189206284,55.563867448062474,21350
Tear out damaged drywall due to hurricane Ian and replace with new.,Closed-Withdrawn,0,ePlan,,-81.91773776634572,26.55764670860578,2023-01-01,-81.9175381948,26.557189206284,55.563867448062474,21350
Tear out damaged drywall due to hurricane Ian and replace with new.,Closed-Withdrawn,0,ePlan,,-81.91773776634572,26.55764670860578,2023-01-01,-81.9175381948,26.557189206284,55.563867448062474,21350
Tear out damaged drywall due to hurricane Ian and replace with new.,Closed-CC Issued,0,ePlan,,-81.91773776634572,26.55764670860578,2023-01-01,-81.9175381948,26.557189206284,55.563867448062474,21350
Tear out damaged drywall due to hurricane Ian and replace with new.,Closed-Withdrawn,0,ePlan,,-81.91773776634572,26.55764670860578,2023-01-01,-81.9175381948,26.557189206284,55.563867448062474,21350
****HURRICANE IAN - REMODEL - INSULATION - DRYWALL - KITCHEN CABINETS (BASE) - BASEBOARDS,Ready-Documents Required,0,Paper Submittal,,-81.91773776634572,26.55764670860578,2023-05-01,-81.9175381948,26.557189206284,55.563867448062474,21350
Install 2.5 ton 15.2 seer2 8kw split system,Permit Expired,0,ePlan,,-81.91773776634572,26.55764670860578,2023-08-01,-81.9175381948,26.557189206284,55.563867448062474,21350
3 letters to be replaced from existing wall sign that was damaged in the hurricane.,Closed-CC Issued,0,ePlan,,-81.94095814128717,26.52003895927937,2023-01-01,-81.941257406803,26.520438691969,55.58715708425183,15359
Reroof to metal due to hurricane ian,Closed-CC Issued,0,ePlan,,-81.89173362798729,26.512130892875813,2023-05-01,-81.891979168497,26.51169506118,55.6866446307132,14101
Reroof: Shingle to Shingle,Closed-CC Issued,0,ePlan,,-81.90835150655445,26.553327013767845,2022-12-01,-81.907916405431,26.553079594541,55.71888623450834,21256
Replace 125 amp indoor electric panel like for like. Install dedicated circuit for a washing machine,Permit Expired,0,ePlan,,-81.90541958794445,26.54130010817876,2023-01-01,-81.904942906398,26.541453199171,55.7336616423232,18467
facade renovation being done to plaza.,Waiting on Applicant,0,ePlan,,-81.94280919827983,26.490791825968905,2022-09-01,-81.943268108642,26.490591607724,55.73632055318498,11381
"Replace Insulation and Drywall from 48"" down and underbellyInstall Water HeaterInstall AC unitReplace 26 receptacles",Closed-Voided,0,ePlan,,-81.94280919827983,26.490791825968905,2022-10-01,-81.943268108642,26.490591607724,55.73632055318498,11381
facade renovation to existing plaza.,Closed-Withdrawn,0,ePlan,,-81.94280919827983,26.490791825968905,2022-12-01,-81.943268108642,26.490591607724,55.73632055318498,11381
Exterior Facade Renovation Work Only. Building A. No Interior Work.,Closed-CC Issued,0,ePlan,,-81.94280919827983,26.490791825968905,2023-01-01,-81.943268108642,26.490591607724,55.73632055318498,11381
"Complete demolition of small, standalone, shipping container sized building.",Closed-CC Issued,0,ePlan,,-81.94280919827983,26.490791825968905,2023-02-01,-81.943268108642,26.490591607724,55.73632055318498,11381
"up fit into existing suite: wall & floor coverings, plumbing, electric, gas, hvac, ceiling tiles, furniture & equipment",Closed-CO Issued,2,ePlan,,-81.94280919827983,26.490791825968905,2023-08-01,-81.943268108642,26.490591607724,55.73632055318498,11381
INSTALLATION OF HOOD SUPPRESSION SYSTEM,Closed-CC Issued,2,ePlan,,-81.94280919827983,26.490791825968905,2023-09-01,-81.943268108642,26.490591607724,55.73632055318498,11381
Shingle Re roof,Closed-CC Issued,0,ePlan,,-81.8844807465122,26.519093208467464,2022-12-01,-81.884957449295,26.518939459628,55.758347686050726,13806
INCOMPLETE NO FORM OR LETTER,Closed-Revision Approved,2,ePlan,,-81.9088556956959,26.546015342562683,2022-08-01,-81.909096625912,26.545575888316,55.7898040508149,18678
Panel upsized from 4/0 to 600 KCMIL,Closed-Voided,0,ePlan,,-81.9088556956959,26.546015342562683,2022-09-01,-81.909096625912,26.545575888316,55.7898040508149,18678
MPVD and the panel have been up sized to 600 kcmill instead of 4/0,Closed-Revision Approved,2,ePlan,,-81.9088556956959,26.546015342562683,2022-10-01,-81.909096625912,26.545575888316,55.7898040508149,18678
Change from a load to a line side tap,Closed-Withdrawn,0,ePlan,,-81.9088556956959,26.546015342562683,2023-03-01,-81.909096625912,26.545575888316,55.7898040508149,18678
"Moving electrical solar wiring from a load side to a line side tap, per client's request.",Closed-CC Issued,0,ePlan,,-81.9088556956959,26.546015342562683,2023-09-01,-81.909096625912,26.545575888316,55.7898040508149,18678
Shade Structure to go over playground on the SW corner of the basketball courts at the Harlem Heights Community Park,Closed-Withdrawn,1,ePlan,,-81.92932405338863,26.51591853561172,2022-10-01,-81.929691342083,26.516260031549,55.829001058999424,14516
Replacement windows & Doors. Size 4 size,Closed-CC Issued,0,ePlan,,-81.89204212874553,26.56821683817071,2022-09-01,-81.89247800419,26.568465447733,55.859364122615816,24898
Ac change out like for like,Closed-CC Issued,0,ePlan,,-81.9146065118531,26.550585670796327,2022-07-01,-81.914719887637,26.551074607984,55.872620508704394,18830
"Electrical work being done-  Kitchen, Living Room, Bedrooms",Closed-CC Issued,0,ePlan,,-81.9146065118531,26.550585670796327,2022-08-01,-81.914719887637,26.551074607984,55.872620508704394,18830
Replace 2.5 Tons Split System,Closed-CC Issued,0,ePlan,,-81.9146065118531,26.550585670796327,2022-09-01,-81.914719887637,26.551074607984,55.872620508704394,18830
Remove Stone coated metal and install 2-ply polyglass and concrete tile.  *Inspections Done By Private Provider â Apex Engineering Services*,Closed-CC Issued,0,ePlan,,-81.9146065118531,26.550585670796327,2023-03-01,-81.914719887637,26.551074607984,55.872620508704394,18830
REMOVE AND REPLACE SGD AND WINDOW SIZE FOR SIZE,Closed-CC Issued,0,ePlan,,-81.9146065118531,26.550585670796327,2023-06-01,-81.914719887637,26.551074607984,55.872620508704394,18830
A/C CHANGE OUT,Closed-CC Issued,0,ePlan,,-81.88101457455402,26.55368822288147,2022-07-01,-81.88120011303,26.553221766144,55.88290765564864,23012
"Replacing 2 SXS SH Impact Windows & 1 SXS Impact Picture Window*Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.88101457455402,26.55368822288147,2022-12-01,-81.88120011303,26.553221766144,55.88290765564864,23012
Replace existing tub and replacing with a 30âx60âx2â Jacuzzi brand Shower.,Closed-CC Issued,0,ePlan,,-81.88101457455402,26.55368822288147,2023-02-01,-81.88120011303,26.553221766144,55.88290765564864,23012
"Installing 2 Standard Alum RD MOT *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.88101457455402,26.55368822288147,2023-02-01,-81.88120011303,26.553221766144,55.88290765564864,23012
A.C SPLIT SYSTEM REPLACEMENT. LIKE FOR LIKE.,Closed-CC Issued,0,ePlan,,-81.88101457455402,26.55368822288147,2023-03-01,-81.88120011303,26.553221766144,55.88290765564864,23012
A.C SPLIT SYSTEM REPLACEMENT. LIKE FOR LIKE.,Closed-CC Issued,0,ePlan,,-81.88101457455402,26.55368822288147,2023-03-01,-81.88120011303,26.553221766144,55.88290765564864,23012
2 ton AC change out,Closed-CC Issued,0,ePlan,,-81.88101457455402,26.55368822288147,2023-06-01,-81.88120011303,26.553221766144,55.88290765564864,23012
AC CHANGE OUT LIKE FOR LIKE,Permit Expired,0,ePlan,,-81.88101457455402,26.55368822288147,2023-07-01,-81.88120011303,26.553221766144,55.88290765564864,23012
****VOID****Remove & Replace Size for Size 9 Windows in 8 Openings & 2 Sliding Glass Doors,Closed-Voided,0,ePlan,,-81.88101457455402,26.55368822288147,2023-07-01,-81.88120011303,26.553221766144,55.88290765564864,23012
Remove & Replace Size for Size 6 Windows in 1 Opening with Impact Product,Closed-CC Issued,0,ePlan,,-81.88101457455402,26.55368822288147,2023-07-01,-81.88120011303,26.553221766144,55.88290765564864,23012
A/C SPLIT SYSTEM REPLACEMENT.  LIKE FOR LIKE2-TON  15 SEER  5KW,Closed-CC Issued,0,ePlan,,-81.88101457455402,26.55368822288147,2023-08-01,-81.88120011303,26.553221766144,55.88290765564864,23012
A/C SPLIT SYSTEM REPLACEMENT.  LIKE FOR LIKE2-TON  15 SEER 5 KW,Closed-CC Issued,0,ePlan,,-81.88101457455402,26.55368822288147,2023-08-01,-81.88120011303,26.553221766144,55.88290765564864,23012
CHANGE POOL TO BE CONSTRUCTED ON PILINGS,Closed-Revision Approved,1,ePlan,,-81.99172765938827,26.49077094025808,2022-08-01,-81.992138729352,26.491059088864,55.88309838099521,35070
"BURY 500 GALLO LP TANK AND RUN GAS LINES TO GENERATOR, WATER HEATER, COOKTOP, GRILL, AND POOL HEATER",Closed-CC Issued,0,ePlan,,-81.99172765938827,26.49077094025808,2023-06-01,-81.992138729352,26.491059088864,55.88309838099521,35070
Pool Rail,Closed-CC Issued,0,ePlan,,-81.99172765938827,26.49077094025808,2023-09-01,-81.992138729352,26.491059088864,55.88309838099521,35070
"Installing 4 Mot Rd Screens *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.89313135116775,26.578165211318684,2022-11-01,-81.893301869153,26.57769241052,55.95056363077202,25294
Lanai Roof 0 re-roof 2 ply SA Modified Roof,Closed-Withdrawn,0,ePlan,,-81.91269866956307,26.55949313459208,2023-05-01,-81.912479184138,26.559040762618,55.97240610942352,21335
Remove and replace modified bitumen on 3sq section of roof w-79,Permit Expired,0,ePlan,,-81.91269866956307,26.55949313459208,2023-05-01,-81.912479184138,26.559040762618,55.97240610942352,21335
Remove existing roofing and replace to code,Closed-CC Issued,0,ePlan,,-81.91269866956307,26.55949313459208,2023-08-01,-81.912479184138,26.559040762618,55.97240610942352,21335
CARPORT RESKIN,Closed-CO Issued,0,ePlan,,-81.95283055160768,26.51911684943414,2022-12-01,-81.953311653447,26.519263239086,55.98066973337128,37026
METAL RE ROOF: 18SQS,Closed-CC Issued,0,ePlan,,-81.95283055160768,26.51911684943414,2023-04-01,-81.953311653447,26.519263239086,55.98066973337128,37026
INSTALL 4 IMPACT WINDOWS AND 3 IMPACT DOORS,Closed-CC Issued,0,ePlan,,-81.88788809567322,26.561003721153423,2023-08-01,-81.888275771541,26.561324361409,56.004333261889066,22927
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove modified bitumen roof and install new TPO - *Inspections Done By Private Provider â Apex Engineering Services*,Closed-CC Issued,0,ePlan,,-81.91385407300224,26.550858103999243,2023-03-01,-81.913396514903,26.550648861016,56.00867977209118,18813
Replacing existing valve with new valve,Permit Expired,0,ePlan,,-81.91385407300224,26.550858103999243,2023-05-01,-81.913396514903,26.550648861016,56.00867977209118,18813
"Change out like for like split system HVAC 16 Seer, 2.50 Ton, 10 K/w",Closed-CC Issued,0,ePlan,,-81.9100543091747,26.53376855925756,2022-12-01,-81.910480773447,26.534036016605,56.03778569508013,16469
"Re-Roof, tear-off - shingle",Closed-CC Issued,0,ePlan,,-81.95972016032698,26.521490297678763,2023-01-01,-81.960196930191,26.521328094531,56.06145983511531,36715
RE-ROOF,Closed-Voided,0,ePlan,,-81.95842565181367,26.51359671886085,2022-10-01,-81.958016113417,26.51330363128,56.06175426818974,36768
RE-ROOF,Closed-CC Issued,0,ePlan,,-81.95842565181367,26.51359671886085,2022-11-01,-81.958016113417,26.51330363128,56.06175426818974,36768
Hurricane Ian - Replace Riser - No other work,Closed-CC Issued,0,ePlan,,-81.94292403483642,26.495998414660743,2022-10-01,-81.943404974045,26.496147905407,56.064846282103076,12526
INSTALL 26LF OF 6' HIGH WOOD PRIVACY FENCE WITH GATES,Closed-CC Issued,0,ePlan,,-81.8989103736761,26.58482740093408,2022-11-01,-81.898734553258,26.584355295608,56.08100724773531,29608
SIZEXSIZE REPLACEMENT OF IMPACT WINDOWS & SLIDING GLASS DOORS,Closed-CC Issued,0,ePlan,,-81.8989103736761,26.58482740093408,2023-07-01,-81.898734553258,26.584355295608,56.08100724773531,29608
Install and anchor to ground a 8 X 8 DCA Storage Shed,Closed-Withdrawn,0,ePlan,,-81.95980335942446,26.493157088593613,2022-08-01,-81.959339922291,26.493354876274,56.09179885190257,34611
Remodel due to hurricane Ian,Permit Issued,0,Paper Submittal,,-81.95980335942446,26.493157088593613,2022-12-01,-81.959339922291,26.493354876274,56.09179885190257,34611
"remove and replace roof, CONCRETE TILE to CONCRETE TILE",Closed-CC Issued,0,ePlan,,-81.90487555245058,26.537900697292383,2023-02-01,-81.904825786429,26.538402242013,56.10613738739711,16586
5' metal picket with gates,Closed-CC Issued,0,Paper Submittal,,-81.90487555245058,26.537900697292383,2023-08-01,-81.904825786429,26.538402242013,56.10613738739711,16586
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO*Inspections Done By Private Provider â Apex Engineering Services*,Closed-Withdrawn,0,ePlan,,-81.91407285759992,26.54915092092032,2023-03-01,-81.914147034743,26.549649889358,56.155588922353964,19076
Reroof,Closed-CC Issued,0,ePlan,,-81.88606708378825,26.56034960694322,2022-12-01,-81.885847469509,26.559894926477,56.20995986697242,3070
Tear off and reroof,Closed-CC Issued,0,ePlan,,-81.90211588721537,26.57008706410801,2023-03-01,-81.902614375465,26.570005943786,56.221674383000675,25493
"Replacing 5 SXS  Single Hung  AND 1 SXS Aluminum SGD ***INSPECTIONS DONE BY PRIVATE PROVIDER-INNOVATIVE CONSTRUCTION INSPECTION, INC***",Closed-CC Issued,0,ePlan,,-81.89406134962051,26.530503859808142,2022-08-01,-81.893864542941,26.53096902641,56.226280323348824,6481
Remove and replace existing shingle roof with new roof over entire building/units 1-10.,Closed-CC Issued,0,ePlan,,-81.89406134962051,26.530503859808142,2023-09-01,-81.893864542941,26.53096902641,56.226280323348824,6481
"ac change out, like for like, no duct work",Closed-CC Issued,0,ePlan,,-81.9512003897997,26.50179248205821,2022-11-01,-81.951377589135,26.501319146355,56.26301476604321,5677
sheetrock install,Closed-Voided,0,ePlan,,-81.9512003897997,26.50179248205821,2023-01-01,-81.951377589135,26.501319146355,56.26301476604321,5677
"Install insulation, Install sheetrock",Closed-Voided,0,ePlan,,-81.9512003897997,26.50179248205821,2023-02-01,-81.951377589135,26.501319146355,56.26301476604321,5677
"Shingle to Shingle Reroof *Inspections Done By Private Provider â Innovative Construction Inspection, Inc*",Closed-CC Issued,0,ePlan,,-81.9512003897997,26.50179248205821,2023-06-01,-81.951377589135,26.501319146355,56.26301476604321,5677
"Replace 4 gang meter bank, and (4) 200-Amp main disconnects like for like, update grounding. (This is for 4230 Steamboat Bend units, 101-104 Ft Myers FL 33919)",Closed-CC Issued,0,ePlan,,-81.92007395500875,26.55547120795785,2023-05-01,-81.919609183279,26.555272622088,56.26332489514342,21024
"Change out like for like split system HVAC 15.50 Seer, 2.50 Ton, 7 K/W",Closed-CC Issued,0,ePlan,,-81.92007395500875,26.55547120795785,2023-05-01,-81.919609183279,26.555272622088,56.26332489514342,21024
"RE ROOF TILE TO TILE & FLATNOA'S 22-0201.10, 23-0329.07, 22-0706.08",Closed-CC Issued,0,ePlan,,-81.92007395500875,26.55547120795785,2023-07-01,-81.919609183279,26.555272622088,56.26332489514342,21024
RE ROOF TILE TO TILE NOA'S 23-0329.07 & 22-0201.10,Closed-CC Issued,0,ePlan,,-81.92007395500875,26.55547120795785,2023-09-01,-81.919609183279,26.555272622088,56.26332489514342,21024
TEAR OFF/REPLACE SHINGLE ROOF,Closed-CC Issued,0,Paper Submittal,,-81.89339873024265,26.51469633676032,2023-04-01,-81.893393395282,26.514190269973,56.3384850629007,14132
"In-ground pool, paver deck and exit alarms.",Closed-CC Issued,0,ePlan,,-81.89339873024265,26.51469633676032,2023-09-01,-81.893393395282,26.514190269973,56.3384850629007,14132
"Roofing Contractor Office M-F, 8am-6pm",Closed-Cert of Use Issued,0,Paper Submittal,,-81.88589079965384,26.557872137634487,2022-11-01,-81.886383368409,26.557988865249,56.35137971557336,8533
Installing automatic transfer switch for generator,Closed-CC Issued,1,ePlan,,-81.89738106243217,26.491679594379026,2023-07-01,-81.897373530109,26.491173045898,56.39521075359028,5021
INSTALLING (2) 120 GALLON AG PROPANE TANKS.RUNNING LINES TO THE GENERATOR.,Closed-Withdrawn,1,ePlan,,-81.89738106243217,26.491679594379026,2023-07-01,-81.897373530109,26.491173045898,56.39521075359028,5021
"INSTALL 2 120 GALLON ABOVE GROUND LP TANK ON PADS, ANCHORED WITH 4 TIE DOWNS, 15' OF UNDERGROUND GAS LINE FROM TANK TO GENERATOR LOCATION, PIPING TO GENERATOR, REGULATORS",Closed-CC Issued,1,ePlan,,-81.89738106243217,26.491679594379026,2023-08-01,-81.897373530109,26.491173045898,56.39521075359028,5021
2-120 gallon vertical LP tanks,Closed-Revision Approved,1,ePlan,,-81.89738106243217,26.491679594379026,2023-09-01,-81.897373530109,26.491173045898,56.39521075359028,5021
REPLACING 5 WINDOWS W/ IMPACT SIZE FOR SIZE,Closed-CC Issued,0,ePlan,,-81.88911408105865,26.568254765984125,2023-03-01,-81.888971403289,26.568741105303,56.42099978844775,24886
"Replacing 7 windows and 5 doors, size/size, with impact.",Closed-CC Issued,0,ePlan,,-81.91835942909654,26.53772258012732,2022-07-01,-81.918798990893,26.537470036611,56.43306991495372,16611
6 foot vinyl privacy fence with 6 foot metal gates - Revision - 4' Chainlink with Gates,Permit Expired,1,Paper Submittal,,-81.91835942909654,26.53772258012732,2023-02-01,-81.918798990893,26.537470036611,56.43306991495372,16611
Inground pool and paver deck w/ footer,Closed-CC Issued,1,ePlan,,-81.91835942909654,26.53772258012732,2023-05-01,-81.918798990893,26.537470036611,56.43306991495372,16611
Replace 200 Amp Electrical service whit new 200 Amp Service and Add e 100 Amp sub panel for future pool.,Closed-CC Issued,0,ePlan,,-81.91835942909654,26.53772258012732,2023-07-01,-81.918798990893,26.537470036611,56.43306991495372,16611
RE-ROOF,Closed-CC Issued,0,ePlan,,-81.95730401313816,26.50674774041345,2023-03-01,-81.957034337295,26.507177260578,56.45720117527767,5219
HVAC Change Out Split Systems 2Ton & 5Ton,Closed-CC Issued,0,ePlan,,-81.95730401313816,26.50674774041345,2023-05-01,-81.957034337295,26.507177260578,56.45720117527767,5219
SOLAR POOL HEATER REPLACEMENT ROOF ONLY NO CHANGES BELOW ROOF EXISTING PLUMBING & VALVES,Closed-CC Issued,0,ePlan,,-81.95730401313816,26.50674774041345,2023-09-01,-81.957034337295,26.507177260578,56.45720117527767,5219
re-roof shingle to shingle with tear off including flat roof,Closed-CC Issued,0,ePlan,,-81.9122975017342,26.54137606413828,2023-08-01,-81.911905447501,26.54169825603,56.49028105791066,19184
"like for like replacement 2 ton, 16 seer, 5 kw",Closed-CC Issued,0,ePlan,,-81.94408553330408,26.526781498139474,2022-07-01,-81.943702486603,26.52644626358,56.66472143963464,15476
Reroof - Tear Off Underlayment and tile. Install new underlayment and tile,Closed-CC Issued,0,ePlan,,-81.94408553330408,26.526781498139474,2023-09-01,-81.943702486603,26.52644626358,56.66472143963464,15476
Replace HVAC system,Closed-CC Issued,0,ePlan,,-81.88388953338506,26.542109287335364,2023-05-01,-81.883907778022,26.54261845373,56.71677902097999,7878
Replace HVAC system,Closed-CC Issued,0,ePlan,,-81.88388953338506,26.542109287335364,2023-05-01,-81.883907778022,26.54261845373,56.71677902097999,7878
Replace HVAC system,Closed-CC Issued,0,ePlan,,-81.88388953338506,26.542109287335364,2023-05-01,-81.883907778022,26.54261845373,56.71677902097999,7878
Replace HVAC system,Closed-CC Issued,0,ePlan,,-81.88388953338506,26.542109287335364,2023-05-01,-81.883907778022,26.54261845373,56.71677902097999,7878
Replace HVAC system,Closed-CC Issued,0,ePlan,,-81.88388953338506,26.542109287335364,2023-05-01,-81.883907778022,26.54261845373,56.71677902097999,7878
Replace HVAC system,Closed-CC Issued,0,ePlan,,-81.88388953338506,26.542109287335364,2023-05-01,-81.883907778022,26.54261845373,56.71677902097999,7878
Replace HVAC system,Closed-CC Issued,0,ePlan,,-81.88388953338506,26.542109287335364,2023-05-01,-81.883907778022,26.54261845373,56.71677902097999,7878
Replace HVAC system,Closed-CC Issued,0,ePlan,,-81.88388953338506,26.542109287335364,2023-05-01,-81.883907778022,26.54261845373,56.71677902097999,7878
Replace HVAC system,Closed-CC Issued,0,ePlan,,-81.88388953338506,26.542109287335364,2023-05-01,-81.883907778022,26.54261845373,56.71677902097999,7878
Replace HVAC system,Closed-CC Issued,0,ePlan,,-81.88388953338506,26.542109287335364,2023-05-01,-81.883907778022,26.54261845373,56.71677902097999,7878
Replace HVAC system,Closed-CC Issued,0,ePlan,,-81.88388953338506,26.542109287335364,2023-05-01,-81.883907778022,26.54261845373,56.71677902097999,7878
Replace HVAC system,Closed-CC Issued,0,ePlan,,-81.88388953338506,26.542109287335364,2023-05-01,-81.883907778022,26.54261845373,56.71677902097999,7878
"Repairs due to hurricane Ian which include fixtures, flooring, drywall, and ceiling tile replacement inside of the store",Ready-Documents Required,0,ePlan,,-81.93550820717769,26.49341953014665,2022-11-01,-81.934998571144,26.493420510768,56.73278829288545,11374
install of new panel into existing cabinet ground sign,Closed-CC Issued,0,ePlan,,-81.93550820717769,26.49341953014665,2022-12-01,-81.934998571144,26.493420510768,56.73278829288545,11374
Install ATS for whole house generator,Closed-CC Issued,0,ePlan,,-81.97252034424702,26.507863690028472,2022-11-01,-81.972055758306,26.508073762737,56.75908018979422,5927
Replacing size for size 9 windows with impact,Closed-CC Issued,0,ePlan,,-81.93732645087547,26.53395811240669,2023-05-01,-81.936818584014,26.534003776289,56.7638067753639,11201
ADD DUCT CHANGE OUT TO PERMIT,Closed-Revision Approved,1,ePlan,,-81.91412424489756,26.55047463413197,2022-07-01,-81.914151544929,26.549964262254,56.89581922342648,8489
DOCUMENTS UPLOADED FOR REVIEW PER THE INSPECTORS REQUEST,Closed-Revision Approved,1,ePlan,,-81.91412424489756,26.55047463413197,2022-09-01,-81.914151544929,26.549964262254,56.89581922342648,8489
Remove Stone coated metal and install 2-ply polyglass and concrete tile. Remove TPO roof and install new TPO - substrate is wood.,Closed-Voided,0,ePlan,,-81.91412424489756,26.55047463413197,2023-03-01,-81.914151544929,26.549964262254,56.89581922342648,8489
Remove Stone Coated Metal tile and install 2-ply polyglass & concrete tile. Remove TPO roof and install new TPO - substrate is wood.,Closed-Voided,0,ePlan,,-81.91412424489756,26.55047463413197,2023-03-01,-81.914151544929,26.549964262254,56.89581922342648,8489
